cell,engine,mode,payload,batch,writers,bpw,kind,seg_mb,rep,ev_s,per_append_us,wall_s,p50_us,p99_us,fsyncs,mean_fsync_us,load1
newname-group-w4,b0d,group,250,1,4,1000,newname,256,0,1398,715.3851,2.8615,2706.9,4837.2,1000,2626.1,3.75
newname-group-w4,b0d,group,250,1,4,1000,newname,256,1,1362,734.4041,2.9376,2698.2,5873.8,1000,2703.4,3.53
newname-group-w4,logsp,group,250,1,4,1000,newname,256,1,952,1050.2692,4.2011,3522.9,7035.8,1002,1433.1,3.36
newname-group-w4,log,group,250,1,4,1000,newname,256,1,585,1709.4414,6.8378,6305.5,11419.9,1929,1039.6,3.17
newname-group-w4,bare,group,250,1,4,1000,newname,256,1,1489,671.8096,2.6872,2500.5,5741.9,1002,2641.2,3.44
newname-group-w4,bare,group,250,1,4,1000,newname,256,2,1505,664.4998,2.6580,2505.2,4556.5,1001,2615.0,3.24
newname-group-w4,log,group,250,1,4,1000,newname,256,2,990,1009.8455,4.0394,3301.9,9592.6,1001,1362.1,3.14
newname-group-w4,logsp,group,250,1,4,1000,newname,256,2,944,1059.4745,4.2379,3679.2,7909.2,1001,1438.2,3.19
newname-group-w4,b0d,group,250,1,4,1000,newname,256,2,1361,734.8291,2.9393,2702.8,5851.6,1000,2706.2,3.39
seal-p24-b100-w4,log,process,24,100,4,5000,stable,8,0,1810786,55.2247,1.1045,141.5,429.4,0,0.0,4.50
seal-p24-b100-w4,logsp,process,24,100,4,5000,stable,8,0,1804799,55.4078,1.1082,140.9,383.9,0,0.0,4.30
seal-p24-b100-w4,logsp,process,24,100,4,5000,stable,8,1,1814377,55.1153,1.1023,140.7,416.6,0,0.0,4.30
seal-p24-b100-w4,log,process,24,100,4,5000,stable,8,1,1864997,53.6194,1.0724,136.5,332.5,0,0.0,4.30
seal-p24-b100-w4,log,process,24,100,4,5000,stable,8,2,1793088,55.7697,1.1154,139.6,720.9,0,0.0,4.68
seal-p24-b100-w4,logsp,process,24,100,4,5000,stable,8,2,1812615,55.1689,1.1034,139.3,544.5,0,0.0,4.68
seal-p24-b1000-w4,log,process,24,1000,4,500,stable,8,0,3107593,321.7925,0.6436,559.3,10843.5,0,0.0,4.68
seal-p24-b1000-w4,logsp,process,24,1000,4,500,stable,8,0,3100949,322.4819,0.6450,598.4,9365.3,0,0.0,4.70
seal-p24-b1000-w4,logsp,process,24,1000,4,500,stable,8,1,3109171,321.6291,0.6433,610.2,9173.8,0,0.0,4.70
seal-p24-b1000-w4,log,process,24,1000,4,500,stable,8,1,3070807,325.6473,0.6513,568.8,11403.0,0,0.0,4.70
seal-p24-b1000-w4,log,process,24,1000,4,500,stable,8,2,3088792,323.7512,0.6475,584.6,10535.9,0,0.0,4.70
seal-p24-b1000-w4,logsp,process,24,1000,4,500,stable,8,2,2105496,474.9476,0.9499,598.4,37015.4,0,0.0,4.73
seal-p250-b100-w4,log,process,250,100,4,5000,stable,8,0,592931,168.6538,3.3731,172.7,30302.8,0,0.0,4.73
seal-p250-b100-w4,logsp,process,250,100,4,5000,stable,8,0,764252,130.8469,2.6169,173.0,11133.7,0,0.0,4.75
seal-p250-b100-w4,logsp,process,250,100,4,5000,stable,8,1,1051731,95.0813,1.9016,174.0,9220.4,0,0.0,4.69
seal-p250-b100-w4,log,process,250,100,4,5000,stable,8,1,1037846,96.3534,1.9271,173.2,10768.8,0,0.0,4.69
seal-p250-b100-w4,log,process,250,100,4,5000,stable,8,2,734315,136.1813,2.7236,175.8,21953.1,0,0.0,5.11
seal-p250-b100-w4,logsp,process,250,100,4,5000,stable,8,2,785378,127.3273,2.5465,173.5,20410.0,0,0.0,4.86
seal-p250-b1000-w4,log,process,250,1000,4,500,stable,8,0,830608,1203.9376,2.4079,1040.7,29369.4,0,0.0,4.86
seal-p250-b1000-w4,logsp,process,250,1000,4,500,stable,8,0,842761,1186.5755,2.3732,1023.1,29603.3,0,0.0,6.08
seal-p250-b1000-w4,logsp,process,250,1000,4,500,stable,8,1,960570,1041.0481,2.0821,1032.4,23822.7,0,0.0,6.47
seal-p250-b1000-w4,log,process,250,1000,4,500,stable,8,1,1402148,713.1916,1.4264,1032.0,14414.5,0,0.0,6.47
seal-p250-b1000-w4,log,process,250,1000,4,500,stable,8,2,1451993,688.7087,1.3774,1031.7,14024.3,0,0.0,6.43
seal-p250-b1000-w4,logsp,process,250,1000,4,500,stable,8,2,1462553,683.7358,1.3675,1037.7,13332.7,0,0.0,6.16
